"PermitNum","StatusCurrent","AppliedDate","IssuedDate","CompletedDate","PermitType","PermitTypeMapped","PermitClass","PermitClassGroup","PermitClassMapped","WorkClass","WorkClassGroup","WorkClassMapped","Description","ApplicantName","ContractorName","HousingUnits","EstProjectCost","TotalSqFt","OriginalAddress","CommunityCode","CommunityName","Latitude","Longitude","LocationCount","LocationTypes","LocationAddresses","LocationsWKT","LocationsGeoJSON","Point"
"BP1999-11332","Completed","1999/09/27","1999/10/12","2000/05/24","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition, Deck","BELBIN ASSOCIATES INTERIOR DESIGN LTD",,"0","$8,645",,"11163 HARVEST HILLS GA NE","HAR","HARVEST HILLS","51.15311503705","-114.04833947623","1","Titled Parcel","11163 HARVEST HILLS GA NE","POINT (-114.04833947622654 51.15311503705357)","{""type"":""Point"",""coordinates"":[-114.0483395,51.153115]}","POINT (-114.04833947622654 51.15311503705357)"
"BP2007-10798","Completed","2007/07/12","2007/07/12","2007/07/25","Residential Improvement Project","Building","1601 - Basement Development","Townhouse","Residential","Alteration","Improvement","Existing","Basement Dev","REGENT CONSTRUCTION SERVICES","REGENT CONSTRUCTION SERVICES","0","$10,560",,"6 HARVEST GROVE GR NE","HAR","HARVEST HILLS","51.148995329","-114.04487550136","1","Titled Parcel","6 HARVEST GROVE GR NE","POINT (-114.04487550135865 51.14899532900234)","{""type"":""Point"",""coordinates"":[-114.0448755,51.1489953]}","POINT (-114.04487550135865 51.14899532900234)"
"BP2020-11621","Expired","2020/08/23","2020/08/25","2021/02/25","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,,"0","$3,000",,"176 HARVEST OAK WY NE","HAR","HARVEST HILLS","51.15256381312","-114.05925068812","2","Titled Parcel;Building","176 HARVEST OAK WY NE;176 HARVEST OAK WY NE","MULTIPOINT (-114.05925068811534 51.1525638131188,-114.05943995684073 51.152544677193475)","{""type"":""MultiPoint"",""coordinates"":[[-114.0592507,51.1525638],[-114.05944,51.1525447]]}","POINT (-114.05925068811534 51.1525638131188)"
"BP2019-15918","Completed","2019/11/25","2019/11/26","2021/04/29","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,,"1","$3,000",,"36 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14259656913","-114.05846211079","2","Titled Parcel;Building","36 HARVEST ROSE CI NE;36 HARVEST ROSE CI NE","MULTIPOINT (-114.05846211079037 51.14259656912501,-114.0584469596985 51.14268481844002)","{""type"":""MultiPoint"",""coordinates"":[[-114.0584621,51.1425966],[-114.058447,51.1426848]]}","POINT (-114.05846211079037 51.14259656912501)"
"BP2020-02202","Completed","2020/02/25","2020/03/11","2020/08/25","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$363,158","2,255","33 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14758200787","-114.04971811982","2","Titled Parcel;Building","33 HARVEST HILLS WY NE;33 HARVEST HILLS WY NE","MULTIPOINT (-114.0497181198173 51.14758200787231,-114.04988734783024 51.14761518825715)","{""type"":""MultiPoint"",""coordinates"":[[-114.0497181,51.147582],[-114.0498873,51.1476152]]}","POINT (-114.0497181198173 51.14758200787231)"
"BP2019-17083","Completed","2019/12/19","2020/01/10","2020/08/27","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$350,799","2,157","81 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15322540526","-114.04359568465","2","Titled Parcel;Building","81 HARVEST HILLS MR NE;81 HARVEST HILLS MR NE","MULTIPOINT (-114.04359568464642 51.153225405257395,-114.04359601902425 51.15317068564524)","{""type"":""MultiPoint"",""coordinates"":[[-114.0435957,51.1532254],[-114.043596,51.1531707]]}","POINT (-114.04359568464642 51.153225405257395)"
"BP2007-04295","Completed","2007/04/04","2007/04/04","2007/05/11","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","AURORA DEVELOPMENTS","AURORA DEVELOPMENTS","0","$15,048",,"1327 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.149507526","-114.04541601222","1","Titled Parcel","1327 HARVEST HILLS DR NE","POINT (-114.04541601221645 51.14950752599707)","{""type"":""Point"",""coordinates"":[-114.045416,51.1495075]}","POINT (-114.04541601221645 51.14950752599707)"
"BP2002-10950","Completed","2002/08/09","2002/08/09","2002/09/23","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$7,009",,"135 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14594038206","-114.05890257751","1","Titled Parcel","135 HARVEST PARK TC NE","POINT (-114.05890257751366 51.14594038205863)","{""type"":""Point"",""coordinates"":[-114.0589026,51.1459404]}","POINT (-114.05890257751366 51.14594038205863)"
"BP2010-07458","Completed","2010/06/09","2010/06/09","2010/06/15","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$11,334",,"51 HARVEST PARK CI NE","HAR","HARVEST HILLS","51.14432974079","-114.0553615312","1","Titled Parcel","51 HARVEST PARK CI NE","POINT (-114.05536153120012 51.14432974079407)","{""type"":""Point"",""coordinates"":[-114.0553615,51.1443297]}","POINT (-114.05536153120012 51.14432974079407)"
"BP2008-02234","Completed","2008/03/03","2008/03/03","2009/03/11","Residential Improvement Project","Building","1306 - Addition","Garage","Residential","New","New","New","Addition, Garage",,,"0","$17,476",,"23 HARVEST GLEN RI NE","HAR","HARVEST HILLS","51.14442035153","-114.05339834045","2","Titled Parcel;Building","23 HARVEST GLEN RI NE;23 HARVEST GLEN RI NE","MULTIPOINT (-114.05339834044695 51.144420351531046,-114.05354572696412 51.14442043697628)","{""type"":""MultiPoint"",""coordinates"":[[-114.0533983,51.1444204],[-114.0535457,51.1444204]]}","POINT (-114.05339834044695 51.144420351531046)"
"BP2018-15590","Completed","2018/11/28","2018/11/28","2019/04/29","Residential Improvement Project","Building","1301 - Detached Garage","Garage","Residential","New","New","New",,,,"0","$1,500",,"221 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.15161423986","-114.05879775319","2","Titled Parcel;Building","221 HARVEST HILLS DR NE;221 HARVEST HILLS DR NE","MULTIPOINT (-114.05879775319245 51.15161423986109,-114.05871800914326 51.15150132598462)","{""type"":""MultiPoint"",""coordinates"":[[-114.0587978,51.1516142],[-114.058718,51.1515013]]}","POINT (-114.05879775319245 51.15161423986109)"
"BP1999-07655","Completed","1999/06/25","1999/07/19","2000/04/03","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","JAGER INDUSTRIES","JAGER INDUSTRIES","1","$132,166","1,910","167 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14564810461","-114.0578201664","1","Titled Parcel","167 HARVEST PARK TC NE","POINT (-114.0578201663997 51.14564810460508)","{""type"":""Point"",""coordinates"":[-114.0578202,51.1456481]}","POINT (-114.0578201663997 51.14564810460508)"
"BP2017-06979","Completed","2017/06/09","2017/06/09","2017/08/16","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,,,"0","$4,000",,"105 HARVEST GLEN WY NE","HAR","HARVEST HILLS","51.14301575394","-114.04877305978","1","Titled Parcel","105 HARVEST GLEN WY NE","POINT (-114.04877305978444 51.1430157539444)","{""type"":""Point"",""coordinates"":[-114.0487731,51.1430158]}","POINT (-114.04877305978444 51.1430157539444)"
"BP2010-13396","Completed","2010/10/19","2010/10/19","2011/05/06","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$9,930",,"962 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14478955712","-114.05074501802","2","Titled Parcel;Building","962 HARVEST HILLS DR NE;962 HARVEST HILLS DR NE","MULTIPOINT (-114.05074501801683 51.14478955711873,-114.05057507292855 51.14478442575692)","{""type"":""MultiPoint"",""coordinates"":[[-114.050745,51.1447896],[-114.0505751,51.1447844]]}","POINT (-114.05074501801683 51.14478955711873)"
"BP2017-13195","Completed","2017/09/29","2017/09/29","2018/03/13","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,,,"0","$600",,"370 HARVEST LAKE DR NE","HAR","HARVEST HILLS","51.1450470995","-114.04777818145","2","Titled Parcel;Building","370 HARVEST LAKE DR NE;370 HARVEST LAKE DR NE","MULTIPOINT (-114.04777818144788 51.145047099498015,-114.04765864901165 51.145118246838805)","{""type"":""MultiPoint"",""coordinates"":[[-114.0477782,51.1450471],[-114.0476586,51.1451182]]}","POINT (-114.04777818144788 51.145047099498015)"
"BP2003-00492","Completed","2003/01/15","2003/01/15","2003/02/25","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$5,985",,"36 HARVEST PARK RD NE","HAR","HARVEST HILLS","51.15044077679","-114.05919108263","1","Titled Parcel","36 HARVEST PARK RD NE","POINT (-114.05919108262695 51.15044077679148)","{""type"":""Point"",""coordinates"":[-114.0591911,51.1504408]}","POINT (-114.05919108262695 51.15044077679148)"
"BP2009-02235","Completed","2009/03/26","2009/04/13","2009/04/17","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,,,"0","$1,500",,"1307 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14889170051","-114.04551840103","2","Titled Parcel;Building","1307 HARVEST HILLS DR NE;1307 HARVEST HILLS DR NE","MULTIPOINT (-114.0455184010258 51.14889170050901,-114.0456981875668 51.14891924637608)","{""type"":""MultiPoint"",""coordinates"":[[-114.0455184,51.1488917],[-114.0456982,51.1489192]]}","POINT (-114.0455184010258 51.14889170050901)"
"BP2021-08637","Hold","2021/05/19",,,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,,"0","$2,600",,"9742 HARVEST HILLS LI NE","HAR","HARVEST HILLS","51.14211478729","-114.05454193045","2","Titled Parcel;Building","9742 HARVEST HILLS LI NE;9742 HARVEST HILLS LI NE","MULTIPOINT (-114.05454193044758 51.14211478728726,-114.05442778978876 51.14211347403919)","{""type"":""MultiPoint"",""coordinates"":[[-114.0545419,51.1421148],[-114.0544278,51.1421135]]}","POINT (-114.05454193044758 51.14211478728726)"
"BP2019-09155","Completed","2019/07/14","2019/07/18","2019/08/30","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,"VEL WINDOWS AND GLASS","0","$2,335",,"36 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.1445255923","-114.06284269021","2","Titled Parcel;Building","36 HARVEST GOLD CI NE;36 HARVEST GOLD CI NE","MULTIPOINT (-114.0628426902131 51.144525592296745,-114.06282058149806 51.14458877395029)","{""type"":""MultiPoint"",""coordinates"":[[-114.0628427,51.1445256],[-114.0628206,51.1445888]]}","POINT (-114.0628426902131 51.144525592296745)"
"BP2013-17426","Completed","2013/11/21","2013/12/11","2016/04/26","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing",,"STUDIO WOLF DESIGNS",,"1","$35,000",,"165 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14188280488","-114.05981403752","2","Titled Parcel;Building","165 HARVEST ROSE CI NE;165 HARVEST ROSE CI NE","MULTIPOINT (-114.05981403751788 51.14188280487819,-114.05978603629197 51.141977686271744)","{""type"":""MultiPoint"",""coordinates"":[[-114.059814,51.1418828],[-114.059786,51.1419777]]}","POINT (-114.05981403751788 51.14188280487819)"
"BP2001-01305","Completed","2001/02/15","2001/02/15","2001/04/23","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$18,649",,"899 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14367750159","-114.05350755338","1","Titled Parcel","899 HARVEST HILLS DR NE","POINT (-114.0535075533819 51.14367750159141)","{""type"":""Point"",""coordinates"":[-114.0535076,51.1436775]}","POINT (-114.0535075533819 51.14367750159141)"
"BP2017-09542","Completed","2017/07/26","2017/07/26","2017/08/09","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,"RYLY CONTRACTING","0","$2,798",,"194 HARVEST CREEK CL NE","HAR","HARVEST HILLS","51.14657548593","-114.04671869356","2","Titled Parcel;Building","194 HARVEST CREEK CL NE;194 HARVEST CREEK CL NE","MULTIPOINT (-114.04671869356046 51.14657548593475,-114.04677521085326 51.14668116278377)","{""type"":""MultiPoint"",""coordinates"":[[-114.0467187,51.1465755],[-114.0467752,51.1466812]]}","POINT (-114.04671869356046 51.14657548593475)"
"BP1999-13711","Completed","1999/11/30","1999/12/08","2000/05/26","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,","JAYMAN BUILT","JAYMAN BUILT","1","$183,952","2,367","60 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.14933407326","-114.05517700897","1","Titled Parcel","60 HARVEST PARK WY NE","POINT (-114.05517700896796 51.149334073264825)","{""type"":""Point"",""coordinates"":[-114.055177,51.1493341]}","POINT (-114.05517700896796 51.149334073264825)"
"BP2006-05855","Completed","2006/04/12","2006/04/12","2006/05/01","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$8,748",,"176 HARVEST GOLD HT NE","HAR","HARVEST HILLS","51.14512965404","-114.06257820225","1","Titled Parcel","176 HARVEST GOLD HT NE","POINT (-114.06257820225326 51.1451296540413)","{""type"":""Point"",""coordinates"":[-114.0625782,51.1451297]}","POINT (-114.06257820225326 51.1451296540413)"
"BP2000-11608","Completed","2000/10/25","2000/10/25","2002/05/21","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$6,103",,"71 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14255217846","-114.05967280967","1","Titled Parcel","71 HARVEST ROSE CI NE","POINT (-114.059672809665 51.14255217846199)","{""type"":""Point"",""coordinates"":[-114.0596728,51.1425522]}","POINT (-114.059672809665 51.14255217846199)"
"ERP2007-00062","Cancelled","2007/10/24",,"2008/01/29","Environmental Restoration Permit","Building",,"Unspecified","Non-Residential","Alteration","Improvement","Existing","Alteration -",,,"0",,,"11127 HARVEST HILLS GA NE","HAR","HARVEST HILLS","51.15201205188","-114.04834254049","1","Titled Parcel","11127 HARVEST HILLS GA NE","POINT (-114.04834254049243 51.15201205187573)","{""type"":""Point"",""coordinates"":[-114.0483425,51.1520121]}","POINT (-114.04834254049243 51.15201205187573)"
"ERP2014-00020","Completed","2014/06/02","2014/06/06","2014/08/20","Environmental Restoration Permit","Building","1106 - House","Single Family","Residential","Alteration","Improvement","Existing","Alteration - Basement and possible main floor remediation","4-STAR GENERAL CONTRACTOR","4-STAR GENERAL CONTRACTOR","0","$9,000",,"82 HARVEST OAK CR NE","HAR","HARVEST HILLS","51.15386156502","-114.06187236993","1","Titled Parcel","82 HARVEST OAK CR NE","POINT (-114.06187236992633 51.15386156501581)","{""type"":""Point"",""coordinates"":[-114.0618724,51.1538616]}","POINT (-114.06187236992633 51.15386156501581)"
"BP2002-04452","Completed","2002/04/16","2002/04/16","2002/05/31","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$21,407",,"851 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14349673687","-114.05544255105","1","Titled Parcel","851 HARVEST HILLS DR NE","POINT (-114.055442551053 51.14349673687265)","{""type"":""Point"",""coordinates"":[-114.0554426,51.1434967]}","POINT (-114.055442551053 51.14349673687265)"
"BP2007-13526","Completed","2007/08/28","2007/08/28","2009/02/13","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$4,576",,"923 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14383226953","-114.05202558371","1","Titled Parcel","923 HARVEST HILLS DR NE","POINT (-114.05202558370699 51.143832269530854)","{""type"":""Point"",""coordinates"":[-114.0520256,51.1438323]}","POINT (-114.05202558370699 51.143832269530854)"
"BP2019-01973","Completed","2019/02/26","2019/03/15","2020/04/21","Commercial / Multi Family Project","Building","1606 - Ths Townhouse","Townhouse","Residential","New","New","New",,"NORR ARCHITECTS ENGINEERS PLANNERS",,"5","$1,237,800",,"502 HARVEST GROVE WK NE","HAR","HARVEST HILLS","51.15254717568","-114.04228072763","6","Titled Parcel;Building;Building;Building;Building;Building","310 HARVEST HILLS WY NE;506 HARVEST GROVE WK NE;504 HARVEST GROVE WK NE;510 HARVEST GROVE WK NE;502 HARVEST GROVE WK NE;508 HARVEST GROVE WK NE","MULTIPOINT (-114.04228072763124 51.152547175676844,-114.04179987338604 51.15190356961689,-114.04171477268656 51.15189170679752,-114.04198142190195 51.15192490876255,-114.04162967417409 51.151882226150924,-114.04189253653547 51.151916616289185)","{""type"":""MultiPoint"",""coordinates"":[[-114.0422807,51.1525472],[-114.0417999,51.1519036],[-114.0417148,51.1518917],[-114.0419814,51.1519249],[-114.0416297,51.1518822],[-114.0418925,51.1519166]]}","POINT (-114.04228072763124 51.152547175676844)"
"BP2016-13130","Completed","2016/10/27","2016/12/05","2016/12/14","Demolition","Demolition","3299 - Storage/Warehouse Misc.","Commercial","Non-Residential","Demolition","Demolition","Existing",,"QUANTUMPLACE DEVELOPMENTS","FLINTSTONE CONCRETE BREAKERS & CONTRACTORS","0",,,"1450 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14980880673","-114.04507970807","1","Titled Parcel","1450 HARVEST HILLS DR NE","POINT (-114.04507970807377 51.149808806728856)","{""type"":""Point"",""coordinates"":[-114.0450797,51.1498088]}","POINT (-114.04507970807377 51.149808806728856)"
"BP2022-00405","Completed","2022/01/11","2022/02/02","2022/10/25","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$424,919","2,644","169 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.1498487116","-114.04648041803","2","Titled Parcel;Building","169 HARVEST HILLS WY NE;169 HARVEST HILLS WY NE","MULTIPOINT (-114.04648041802893 51.14984871160079,-114.04652972715692 51.14996071104182)","{""type"":""MultiPoint"",""coordinates"":[[-114.0464804,51.1498487],[-114.0465297,51.1499607]]}","POINT (-114.04648041802893 51.14984871160079)"
"BP1999-08233","Completed","1999/07/12","1999/07/29","2000/08/04","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","LANDMARK HOMES (CALGARY)","LANDMARK HOMES (CALGARY)","1","$141,841","2,037","74 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15212406536","-114.04391109519","1","Titled Parcel","74 HARVEST GROVE CL NE","POINT (-114.04391109519044 51.15212406536172)","{""type"":""Point"",""coordinates"":[-114.0439111,51.1521241]}","POINT (-114.04391109519044 51.15212406536172)"
